brand,model_name,box_shape,platform_width,shank_strength,vamp_length,wing_height,heel_height,available_sizes,available_widths,material_composition,intended_foot_shape,price_range,availability,notes,technology_type,freed_makers,data_sources,assumptions
Grishko/Nikolay,Exam,Square,Wide,Medium,Medium,Medium,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5","X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$25–45 (closeout),Discontinued,"Student/professional exam model, flat platform",Enhanced Traditional,N/A,"https://www.grishkoshop.com/en/products/70-exam, https://www.danceshopper.com",Grishko fitters advise for broad feet/youth.
Grishko/Nikolay,Fouette ProFlex,Medium,Medium,"Medium, Hard",Long,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Flexible reinforced box","Greek, Square/Roman",$39–69 (rare closeout),Discontinued,"More pliable variant, easier to break in",Enhanced Traditional,N/A,https://nikolay-world.com/fouette-proflex,"ProFlex = same base last, just flexibility change."
Grishko/Nikolay,Maya I (Fouette),Medium,Medium,"Hard, Medium",Long,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Square/Roman",$32–70 (clearance),Discontinued,"Maya I = Fouette shape, more flexible materials",Enhanced Traditional,N/A,"https://www.dancewearsolutions.com/maya-i-fouette, https://nikolay-world.com/maya-i","""Maya"" is classic Fouette last."
Grishko/Nikolay,Maya II,Medium,Medium,"Hard, Medium",Medium,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Square/Roman",$32–76 (rare),Discontinued,"Maya II = 2007 box, slightly lower side wings",Enhanced Traditional,N/A,"https://nikolay-world.com/maya-ii, https://www.dancewearsolutions.com/maya-ii",Easily confused with 2007; confirmed via box diagrams.
Grishko/Nikolay,Nova,Medium,Medium,"Hard, Medium, Soft",Medium,High,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Egyptian, Greek",$33–68 (clearance),Discontinued,"Updated 2007 shape, lighter materials, broad platform",Enhanced Traditional,N/A,"https://www.dancewearsolutions.com/nova, https://nikolay-world.com/nova","Box/fit official ""for all"" with Egyptian/Greek most common."
Grishko/Nikolay,Nova Flex,Medium,Medium,"Medium, Soft, Hard",Medium,High,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Egyptian, Greek",$30–59 (clearance),Discontinued,"Flexible box for softer roll through, otherwise like Nova",Enhanced Traditional,N/A,"https://nikolay-world.com/nova-flex, https://www.dancewearcorner.com/nikolay-nova-flex","""Flex"" = material/flex only, fit chart as Nova."
Grishko/Nikolay,Novice,Square,Wide,Soft,Medium,Medium,Medium,"3, 0, 3, 1, 3, 2, 3, 3, 3, 4, 3, 5","X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Giselle/Peasant, Square/Roman",$45–78 (rare),Discontinued,"Student/youth model, very broad and flat platform",Enhanced Traditional,N/A,"https://nikolay-world.com/novice, https://www.allaboutdance.com/novice",Fitter/retailer diagrams for foot shape.
Grishko/Nikolay,Triumph,Medium,Wide,"Medium, Hard",Medium,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$104–138,Available,"Medium-wide, U-vamp, fan-shaped platform",Enhanced Traditional,N/A,"https://nikolay-world.com/triumph, https://www.balletbox.com/nikolay-pointe-shoes",Wide/crescent design for versatile/peasant/roman.
Grishko/Nikolay,Ulanova 1,Medium,Narrow,"Hard, Medium",Long,High,Medium,"1, 1, ., 5, 2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Egyptian, Greek",$62–99 (clearance),Discontinued,"Deep-vamp, streamlined box, high arch fit",Enhanced Traditional,N/A,"https://nikolay-world.com/ulanova-1, https://www.dancewearsolutions.com/ulanova-1",Box/vamp for long-toe/arch feet.
Grishko/Nikolay,Victory,Tapered,Wide,"Medium, Hard, Soft",Medium,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Egyptian, Greek, Square/Roman",$100–132,Available,"Versatile fit, modern box, suitable for various arches/toe lengths",Enhanced Traditional,N/A,"https://nikolay-world.com/victory, https://www.balletbox.com/nikolay-pointe-shoes","Product, diagrams confirm multi-fit design."
Merlet,Adage,Medium,Medium,Medium,Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Classic box","Greek, Egyptian, Square/Roman",$110–123,Available,"Entry-level professional, balanced for “standard European feet” per Merlet.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/adage,"Official Merlet, retailer fit notes."
Grishko/Nikolay,SmartPointe,Medium-Tapered,Medium,"Medium, Hard, Soft",Medium,High,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Smart Paste box, Hybrid shank","Egyptian, Greek, Square/Roman",$138–156,Available,"Biomechanical-smart sole, enhanced durability, multi-foot fit",Advanced Synthetic,N/A,"https://nikolay-world.com/smartpointe, https://www.dancewearsolutions.com/smartpointe","""Smart"" line is for all foot shapes, confirmed by catalog."
Grishko/Nikolay,StreamPointe,Medium-Tapered,Wide,Medium,Medium,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","X, X, X, X, X, X, X, X, X, X","Satin upper, Leather sole, Paste box","Greek, Egyptian, Square/Roman, Giselle/Peasant",$130–148,Available,"Sleekest, lightest, tapered, best for long-neck, high-arch feet",Enhanced Traditional,N/A,"https://nikolay-world.com/streampointe, https://www.dancewearsolutions.com/streampointe",Retailer and Grishko tech notes for fit types.
Merlet,Diva,Medium,Wide,"Medium, Hard",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$115–130,Available,"Merlet “large platform”/extra wide, best for broad, even toes, square metatarsals",Traditional Handmade,N/A,"https://www.merletdance.com/pointes/diva, https://www.mademoiselledanse.com/en/pointes/324-diva-merlet.html","Confirmed ""wide platform"" by manufacturer and major retailers."
Merlet,Lena,Narrow-Tapered,Narrow,"Soft, Medium",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Light box",Egyptian,$112–128,Available,"Super tapered for long, narrow (Egyptian) feet and low volume.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/lena,Fitter and charts confirm narrow fit.
Merlet,Lisa,Medium,Medium,Medium,Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Square/Roman",$113–129,Available,"Box and last designed for even, straight toes, multipurpose foot shape.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/lisa,Lisa listed as Greek/Square/Roman adaptable.
Merlet,Prelude,Medium,Medium,"Soft, Medium",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Comfort box","Greek, Egyptian",$99–115,Available,"Entry/transition level, flexible, medium fit, easy roll-through.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/prelude,Brand aligns as student–teacher model.
Merlet,Primera,Square,Wide,Medium,Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Solid box","Square/Roman, Giselle/Peasant",$112–126,Available,"Super flat, wide platform for broad toes/peasant (even) feet.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/primera,Box cross-section/fit charts support.
Merlet,Sonata,Medium,Medium,Medium,Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$118–135,Available,"Newest Merlet, moderate box for average/long toes.",Traditional Handmade,N/A,https://www.merletdance.com/pointes/sonata,Shape and fit per manufacturer guide.
Mirella,Advanced,Medium-Tapered,Medium,"Medium, Hard",Medium,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","B, C, D, E","Satin upper, Leather sole, Paste box","Greek, Egyptian",$49–99 (clearance),Discontinued,"Classic moderate taper for Greek/Egyptian, robust build.",Enhanced Traditional,N/A,https://www.bloch.com.au/products/mirella-advanced,"Fit last, diagrams confirm matching to Greek/Egyptian toes."
Mirella,FM-202 (Advanced),Medium-Tapered,Medium,"Medium, Hard",Medium,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","B, C, D, E","Satin upper, Leather sole, Paste box","Greek, Egyptian",$49–99 (clearance),Discontinued,FM-202 = Refined materials but same fit as Advanced.,Enhanced Traditional,N/A,https://www.bloch.com.au/products/mirella-fm-202,"FM-202 is updated material, same last/fit."
Mirella,FM-203 (Whisper MS101),Medium-Tapered,Medium,"Medium, Hard",Medium,Medium,Medium,"2, 2, ., 5, 3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7","B, C, D, E","Satin upper, Whisper box, Paste shank","Greek, Egyptian",$72–104 (closeout),Discontinued,"Low-noise tech, same moderate box, for Greek/Egyptian.",Enhanced Traditional,N/A,https://www.mirelladance.com/products/whisper-ms101,Whisper = standard Mirella last fit per specs.
R-Class,Brillante (RC20),Tapered,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Leather sole, Smart shank","Egyptian, Greek, Square/Roman",$124–144,Available,Fully customizable; classic variable R-Class fit.,Enhanced Traditional,N/A,https://www.rcpointe.com/collections/brillante,Platform and shank mapped via RC tech sheet.
R-Class,Enchante (RC90),Medium,Medium-Wide,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Leather sole, Smart shank","Greek, Square/Roman, Giselle/Peasant",$124–148,Available,"Slightly flatter/wider than RC20, fits straight/broad toes.",Enhanced Traditional,N/A,https://www.rcpointe.com/collections/enchante,Box/shape confirmed in R-Class diagrams.
R-Class,Fantasia (RC30),Tapered,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Leather sole, Paste box","Egyptian, Greek, Square/Roman",$124–144,Available,"""Multi-fit"" platform, moderate-taper perfect for transitioning",Enhanced Traditional,N/A,https://www.rcpointe.com/collections/fantasia,RC multi-fit and moderate-taper diagrams.
R-Class,Incande (RC50),Medium,Medium,"Medium, Hard, Soft",Long,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Leather sole, Paste box","Greek, Egyptian",$124–148,Available,"Longer vamp for arch, ideal for high/long toe dancers.",Enhanced Traditional,N/A,https://www.rcpointe.com/collections/incande,RC vamp/box cross section and fit tool.
R-Class,Iridescence (RC40),Medium,Medium,"Medium, Hard, Soft",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Leather sole, Paste box","Greek, Egyptian, Square/Roman",$124–148,Available,Classic RC versatility; fits multiple arch/toe types.,Enhanced Traditional,N/A,https://www.rcpointe.com/collections/iridescence,"Brand literature, fit guides confirm."
R-Class,Pristine (RC10),Tapered,Narrow,"Medium, Soft",Medium,Medium,Medium,"3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Leather sole, Paste box",Egyptian,$124–148,Available,RC narrowest; for longest first toe and lowest volume feet.,Enhanced Traditional,N/A,https://www.rcpointe.com/collections/pristine,"RC fit diagrams, webstore details."
Russian Pointe,Akoya,Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Egyptian, Greek",$25–71 (liquidation),Discontinued,Discontinued worldwide; only rare closeout stock remains in US/EU.,Advanced Synthetic,N/A,"https://www.russianpointe.com/products/akoya (archived, dead), https://www.rpcollection.com/products/akoya-pointe-shoes","Model officially discontinued 2023, final pairs sold at clearance."
Russian Pointe,Almaz,Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian",$25–71 (liquidation),Discontinued,Discontinued; only rare clearance sizes remain (last known $106).,Advanced Synthetic,N/A,"https://www.russianpointe.com/products/almaz (archived, dead), https://www.rpcollection.com/products/almaz-pointe-shoes",Brand and retailers list as discontinued/closeout; dead product links.
Russian Pointe,Baroque,Square,Wide,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Giselle/Peasant, Square/Roman",$25–71 (liquidation),Discontinued,Widest platform RP model; now only available as closeout/leftovers.,Advanced Synthetic,N/A,"https://www.russianpointe.com/products/baroque (archived, dead), https://www.rpcollection.com/products/baroque-pointe-shoes","""Dead"" on official, final sale at some retailers—clearance status only."
Russian Pointe,Brava,Square,Wide,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Square/Roman, Giselle/Peasant",$59–66 (closeout),Discontinued,"Square/wide platform; limited to clearance, last pairs at some shops only.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/brava (archived, dead), https://www.relevedancewear.com/products/brava-draw-v2-fm","Discontinued 2023; only ""last pairs"" on rare niche sites, otherwise NLA."
Russian Pointe,Brio,Medium,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian",$59–66 (closeout),Discontinued,No retail pairs available; only archived product/fit info now accessible.,Advanced Synthetic,N/A,"https://www.russianpointe.com/products/brio (archived, dead)",No current sale listings; all product/fit data archival.
Russian Pointe,Encore,Medium,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Square/Roman",$59 (liquidation),Discontinued,"Narrower platform RP, all major shops show discontinued or last call.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/encore (archived, dead), https://www.relevedancewear.com/products/encore-v2-fm",Only archive/final stock available–model removed from manufacturer.
Russian Pointe,Entrada,Medium-Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian",$59 (liquidation),Discontinued,"Former best-seller, only a handful of ""last call"" pairs remain anywhere.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/entrada (archived), https://www.achorusline.net/products/entrada-pro-by-russian-pointe","Model marked discontinued, dead main site; data from archival and final-stock links."
Russian Pointe,Lumina,Medium-Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian",$59 (liquidation),Discontinued,Some remaining at extreme clearance on a few US/EU shop sites; otherwise NLA.,Advanced Synthetic,N/A,"https://www.russianpointe.com/products/lumina (archived), https://dancewearcorner.com/products/russian-pointe-lumina-u-v-cut-poine-shoes","Deep clearance only, no restock, dead main product link."
Russian Pointe,Mabe,Medium,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian, Square/Roman",$59 (liquidation),Discontinued,"Multi-fit last, only in odd sizes, strictly clearance at a few discounters.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/mabe (archived), https://www.dancesupplies.com/products/russian-pointe-mabe-pointe-shoes",No current production; dead at manufacturer; rare clearance inventory.
Russian Pointe,Muse,Square,Wide,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Square/Roman, Giselle/Peasant",$59 (liquidation),Discontinued,"Wide/flat, for peasant/even toes; officially discontinued, last pairs only.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/muse (archived), https://www.relevedancewear.com/products/muse-draw-v2-fm",All mainline and US/EU retailer stocks exhausted except final oddments.
Russian Pointe,Reveal,Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian",$59 (liquidation),Discontinued,"Last RP innovation; nowhere restocked after 2023, ""factory clearance"" only.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/reveal (archived), https://www.rpcollection.com/products/reveal-satin-tip-pointe-shoes",Only last sales via RP Collection; otherwise archived/dead.
Russian Pointe,Rubin,Medium-Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Tech paste box, Leather sole","Greek, Egyptian, Square/Roman",$25–71 (clearance),Discontinued,"pre-arched last, mid-taper, limited to warehouse/clearance.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/rubin (archived), https://patsdancewear.net/clearance/, https://www.relevedancewear.com/products/rubin-draw-v2-fm",Only odd sizes at clearance or closeout; otherwise long gone.
Russian Pointe,Rubin Radiance,Medium-Tapered,Medium,"Flexible, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 4, ., 5, 3, 5, 3, 5, ., 5, 3, 6, 3, 6, ., 5, 3, 7, 3, 7, ., 5, 3, 8, 3, 8, ., 5, 3, 9, 3, 9, ., 5, 4, 0","W, 1, W, 2, W, 3, W, 4, W, 5, W, 6","Satin upper, Enhanced box, Leather sole","Greek, Egyptian, Square/Roman",$59–72 (closeout),Discontinued,"Latest Rubin with enhanced box, found only in deep clearance or second/odd size shops.",Advanced Synthetic,N/A,"https://www.russianpointe.com/products/rubin-radiance (archived), https://patsdancewear.net/clearance/",Only odd sizing/legacy clearance remaining; all major links dead.
Sansha,Cendrillon,Medium,Medium,"Soft, Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$79–80,Available,"Classic French last, balanced for medium toes and low crown.",Traditional Handmade,N/A,https://world.sansha.com/pointe-shoes/essentials.html,"Retailer and Sansha specs confirm breadth as ""medium"" last."
Sansha,Debutante,Narrow-Tapered,Narrow,Soft,Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box",Egyptian,$49–60,Available,"Intro/beginner, low volume, for long toe/low arch dancers.",Traditional Handmade,N/A,"https://world.sansha.com/sansha-pointe-shoes-leather-sole-debutante-d101sl.html, https://shop.thatsdpointe.com.ph/collections/sansha/pointe-shoes","Fitter/retailer notes: for narrowest, long-toe feet."
Sansha,Etudes,Square,Wide,Medium,Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Square/Roman, Giselle/Peasant",$60–62,Available,"Flat, square platform for even, broad feet/peasant toes.",Traditional Handmade,N/A,"https://world.sansha.com/pointe-shoes/essentials.html, https://shopdanceetc.com/product/sansha-etudes-pointe-shoe/","""Etudes"" listed as flat/square by Sansha, mapped to square/peasant."
Sansha,Futura,Tapered,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$49–55,Available,Split-sole and harder shank for training intermediate/advanced.,Enhanced Traditional,N/A,"https://world.sansha.com/sansha-pointe-shoes-futura-111s.html, https://shop.thatsdpointe.com.ph/collections/sansha/pointe-shoes","Split-sole, moderate box—fitter diagrams."
Sansha,Pointissima,Tapered,Narrow,"Soft, Medium",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box",Egyptian,$75–79,Available,"Very tapered, soft, for students with long toes.",Traditional Handmade,N/A,"https://world.sansha.com/19-90/pointissima.html, https://nydancestore.com/19-90/pointissima.html","Retail, brand specs for “tapered”/Egyptian mapping."
Sansha,Recital,Medium,Medium,"Soft, Medium",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$49–55,Available,"Studio/recital model, moderate taper for all-purpose fit.",Traditional Handmade,N/A,"https://world.sansha.com/pointe-shoes/essentials.html, https://shopdanceetc.com/product/sansha-recital-pointe-shoes/","Fit sheet: medium tapered, targeted to average feet."
Sansha,Recital II,Medium,Medium,"Soft, Medium",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$49–60,Available,"Updated fit and lightness, otherwise similar to Recital.",Traditional Handmade,N/A,"https://world.sansha.com/sansha-pointe-shoes-recital-ii-202-2sp.html, https://shop.thatsdpointe.com.ph/collections/sansha/pointe-shoes, https://nydancestore.com/sansha-pointe-shoes-recital-ii-202-2sl.html","Followup to Recital, same foot shape targeted."
So Danca,Alegria (Elektra Tech),Medium,Medium,Modular/Interchangeable,Medium,Medium,Medium,"3, 3, ., 5, 4, 4, ., 5, 5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8","N, M, W","Satin upper, Modular shank plate system, Tech sole","Greek, Egyptian",$114–125,Available,"Patented Elektra Tech: replaceable shanks, moderate box.",Modular/Interchangeable,N/A,https://www.sodanca.com/shop/pointe-shoes/alegria,"Elektra Tech chart; medium box, most feet."
So Danca,Alina I (Australia),Medium,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Greek, Egyptian",$93–105,Available,Australian fit—moderate box for most toes.,Enhanced Traditional,N/A,https://www.aussiedancesupplies.com/alina-i,Australian export diagrams for average feet.
So Danca,Alina II (Australia),Tapered,Medium,"Medium, Hard",Medium,Medium,Medium,"3, 4, 3, 5, 3, 6, 3, 7, 3, 8, 3, 9, 4, 0, 4, 1","N, M, W","Satin upper, Leather sole, Paste box","Egyptian, Greek",$93–105,Available,"More pronounced taper than Alina I, for longer toes.",Enhanced Traditional,N/A,https://www.sodanca.com/alina-ii,"Fit mapping from So Danca, Australian reviews."
So Danca,Joy II (Elektra Tech),Medium,Medium,Modular/Interchangeable,Medium,Medium,Medium,"5, 5, ., 5, 6, 6, ., 5, 7, 7, ., 5, 8, 8, ., 5","N, M, W","Satin upper, Modular shank, Tech sole","Greek, Egyptian",$114–125,Available,"Elektra Tech line, updated fit for broad usage.",Modular/Interchangeable,N/A,https://www.sodanca.com/shop/pointe-shoes/joy-ii,"Interchangeable shank, medium box, brand sources."
