Brand,Model Name,Box Shape,Platform Width,Shank Strength,Vamp Length,Wing Height,Heel Height,Available Sizes,Available Widths,Customization Options,Material Composition,Intended Foot Shape,Arch Support Level,Durability Rating,Price Range,Price Sources,Availability: Current or Discontinued,Notes,Springiness,Technology Type,Base Model Name,Freed Makers,freed_makers
Gaynor Minden,Europa Sleek - Box 3+ ExtraFlex,Medium,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: ExtraFlex, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 3+ Feather,Medium,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: Feather, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 3+ Hard,Medium,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: Hard, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 3+ Pianissimo,Medium,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: Pianissimo, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 3+ Supple,Medium,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: Supple, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole",Greek,High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 4 ExtraFlex,Medium-Square,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 4, Shank: ExtraFlex, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 4 Feather,Medium-Square,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 4, Shank: Feather, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 4 Hard,Medium-Square,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 4, Shank: Hard, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 4 Pianissimo,Medium-Square,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 4, Shank: Pianissimo, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 4 Supple,Medium-Square,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 4, Shank: Supple, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Greek, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 5 ExtraFlex,Square-Wide,Narrow,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 5, Shank: ExtraFlex, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 5 Feather,Square-Wide,Narrow,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 5, Shank: Feather, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 5 Hard,Square-Wide,Narrow,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 5, Shank: Hard, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 5 Pianissimo,Square-Wide,Narrow,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 5, Shank: Pianissimo, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Gaynor Minden,Europa Sleek - Box 5 Supple,Square-Wide,Narrow,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 5, Shank: Supple, Full customization available","Italian satin upper, Polymer box and shank, Poron cushioning, Microfiber sole","Square/Roman, Square/Roman",High,Very High,170,,Available,"Tapers towards heel, V-shaped foot, slim metatarsal and narrow mid-foot",4,Advanced Synthetic,,,
Bloch,European Balance,Medium,Wide,"Medium, Strong",Medium,Medium,Medium,"1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5","A, B, C, D, E",Regular/Strong shank,"Satin upper, Leather sole, A Paste","Giselle/Peasant, Square/Roman",Medium,High,170,,Available,"Curved last, wide platform",2,Enhanced Traditional,,,
Bloch,Eurostretch,Tapered,Medium,Medium,Medium,Medium,Medium,"3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",Standard shank,"Stretch satin, Leather sole, A Paste","Egyptian, Greek",Medium,Medium-High,170,,Available,Stretch satin upper,2,Enhanced Traditional,,,
Grishko/Nikolay,Exam,Medium,Medium,"Medium, Soft",Short,Low,Low,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7","X, XX, XXX, XXXX","Student-level options, Custom paste options","Satin upper, Leather sole, Student-grade paste","Greek, Square/Roman",Low,Medium,170,,Available,"Student/examination model, affordable option",1,Traditional Handmade,,,
Mirella,FM-201 (Whisper MS140),Medium,Wide,Medium,Medium,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",Standard shank only,"Satin upper, Suede sole, Cotton shank casing","Greek, Square/Roman",Medium,Medium-High,170,,Available,"Flexible heel shank, low profile",3,Composite / Advanced Materials,,,
Mirella,FM-202 (Advanced),Tapered,Wide,Medium,Short,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",Standard shank only,"Satin upper, Suede sole, Composite insole","Egyptian, Greek",Medium,Medium-High,170,,Available,"Streamlined, lightweight, short U-vamp",3,Composite / Advanced Materials,,,
Mirella,FM-203 (Whisper MS101),Medium,Wide,Medium,Medium,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX",Standard shank only,"Satin upper, Suede sole, Memory foam lining","Greek, Square/Roman",Medium,Medium-High,170,,Available,"Memory foam lining, quiet construction",3,Composite / Advanced Materials,,,
R-Class,Fantasia (RC30),Medium-Square,Wide,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","Vamp 1/2/3/V options, First Pointe (-1), Quiet (-2), 3/4 hard (-6), Microfiber tip (-7)","Satin upper, Stitched sole construction, 3/4 shank component","Square/Roman, Greek",Medium,High,170,,Available,"Square and broad, replacement for Rubin, wide platform",3,Advanced Synthetic,,,
Chacott,First Step,Medium,Medium,Soft,Medium,Low,Medium,"19.5, 20, 20.5, 21, 21.5, 22, 22.5, 23, 23.5, 24, 24.5, 25, 25.5","D, E",Soft shank only,"Satin upper, Leather sole, Traditional paste","Egyptian, Greek, Square/Roman",Low,Low,170,,Available,Entry-level model for beginning students,1,Traditional Handmade,,,
Grishko/Nikolay,Fouette,Tapered,Medium,"Hard, Medium, Soft, Super Hard, Super Soft",Medium,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX, XXXXX","Pro version, Pro Flex version, Custom paste options","Satin upper, Hand-stitched leather sole, Smart paste box, Cotton drawstring","Egyptian, Greek, Square/Roman",Medium,High,170,,Available,"V-shaped vamp, tapered box, balanced shape creates beautiful foot line",1,Traditional Handmade,,,
Grishko/Nikolay,Fouette Pro,Tapered,Medium,"Hard, Medium, Soft, Super Hard, Super Soft",Medium,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX, XXXXX","Sound-absorbing technology, Custom paste options","Satin upper, Hand-stitched leather sole, Sound-absorbing materials","Egyptian, Greek, Square/Roman",Medium,High,170,,Available,"Fouette with sound-absorbing Pro technology, quieter on stage",2,Traditional Handmade,,,
Grishko/Nikolay,Fouette ProFlex,Tapered,Medium,"Medium, Soft, Super Soft",Medium,Medium,Medium,"1, 1.5, 2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX, XXXXX","More flexible shank, Sound-absorbing technology","Satin upper, Hand-stitched leather sole, Flexible shank construction","Egyptian, Greek, Square/Roman",Medium,High,118,,Available,Fouette Pro with enhanced flexibility for easier roll-through,2,Enhanced Traditional,,,
Sansha,Futura,Medium,Medium,"Medium, Soft",Long,High,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10","N, M, W, X",Lace-up system,"Satin upper, Leather sole","Greek, Egyptian",Medium,Medium,$145.00-151.00,,Available,"Unique lace-up design, theatrical",1,Traditional Handmade,,,
Capezio,Glissé,Broad,Wide,"Medium, Strong",Long,Medium,Medium,"5, 8.5, 10, 10.5","M, W",Standard shank,"Satin upper, Leather sole, Cotton lining",Square/Roman,Medium,Medium,$50-80*,,Available,"Broad feathered toe box, long vamp.",1,Traditional Handmade,,,
Bloch,Grace,Medium,Medium,Medium,Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Relevease shank,"Satin upper, Leather sole, A Paste","Greek, Square/Roman",High,Medium-High,82.8,,Available,"Smart technology, padded",2,Enhanced Traditional,,,
Bloch,Hannah,Medium,Wide,"Medium, Strong",Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Regular/Strong shank,"Satin upper, Leather sole, A Paste","Greek, Square/Roman",Medium,Medium-High,82.8,,Available,"Wide fit, strengthening shoe",2,Enhanced Traditional,,,
Bloch,Hannah Longer Length,Medium,Wide,"Medium, Strong",Long,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Regular/Strong shank,"Satin upper, Leather sole, A Paste","Greek, Square/Roman",Medium,Medium-High,82.8,,Available,Longer length version,2,Enhanced Traditional,,,
Bloch,Heritage,Tapered,Medium,"Medium, Strong",Very Short,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX, XXXXX",Regular/Strong shank,"Satin upper, Leather sole, A Paste","Egyptian, Greek",Medium,High,$120.00-140.00,,Available,"Shortest vamp on market, V-shaped",2,Enhanced Traditional,,,
Bloch,Heritage Strong,Tapered,Medium,Strong,Very Short,Medium,Medium,"3, 3.5, 4, 6.5, 7, 7.5","X, XX, XXX, XXXX, XXXXX",Strong shank only,"Satin upper, Leather sole, A Paste","Egyptian, Greek",Medium,High,$50.00-70.00,,Available,Strong shank version of Heritage,2,Enhanced Traditional,,,
R-Class,Incande (RC50),Medium-Tapered,Medium,"Medium, Soft, Strong",Medium,High,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","V-vamp with drawstring, Extra long wings, Lateral support","Satin upper, Stitched sole construction, 3/4 shank component","Egyptian, Greek",High,High,$70-128*,,Available,"Extra long wings, lateral support, V-vamp design",3,Advanced Synthetic,,,
R-Class,Iridescence (RC40),Medium-Square,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","Vamp 1/2/3/V options, First Pointe (-1), Quiet (-2), 3/4 hard (-6), Microfiber tip (-7)","Satin upper, Stitched sole construction, 3/4 shank component","Square/Roman, Greek",Medium,High,$75-135*,,Available,"Similar to RC30 with more box volume, less heel volume",3,Advanced Synthetic,,,
Bloch,Jetstream,Tapered,Medium,"Medium, Strong",Medium,Medium,Medium,"2, 2.5, 3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","A, B, C, D, E",Regular/Strong shank,"Satin upper, Leather sole, A Paste","Egyptian, Greek",Medium,High,67.99,,Discontinued,Streamlined design,1,Traditional Handmade,,,
So Danca,Joy II (Elektra Tech),Medium-Tapered,Medium-Wide,15 interchangeable options,Long,Soft,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11","M, W","Interchangeable shanks, Tech rings","Satin upper, Thermoplastic box, Leather sole","Egyptian, Greek",High,Very High,$75-95*,,Available,"Wider through metatarsals, full coverage",4,Modular/Interchangeable,,,
Capezio,Kylee,Medium,Medium,Soft,Medium,Medium,Medium,"5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12","N, M, W, WW",Standard shank,"Satin upper, Leather sole, Microfiber lining",Square/Roman,Medium,Medium,$60*,,Available,#1 shank with half-skived orange board tongue.,1,Traditional Handmade,,,
Merlet,Lena,Medium,Medium,Medium,"Long, Short",Medium,Medium,"35, 36, 37, 38, 39, 40, 41, 42","Medium, Wide",Low vamp or High vamp versions,"Satin upper, STM polycarbonate shank, Eco-vegan tip, Poron shock absorption","Greek, Square/Roman",High,Very High,$122*,,Available,"Pre-arched shape, 3/4 STM polycarbonate shank, eco-vegan tip with Poron, elegant V shape, new rounded heel Lindens DancewearPlanet Dance",3,Composite/Advanced Materials,,,
Merlet,Lisa,Medium,Medium,Interchangeable,Medium,Medium,Medium,"34, 35, 36, 37, 38, 39, 40, 41, 42","Medium, Wide",Interchangeable shanks,"Satin upper, Eco-friendly components, Reinforced box","Greek, Square/Roman",Variable,Very High,118,,Available,"Revolutionary all-in-one with interchangeable shanks, reinforced box and wings, eco-friendly components Our new revolutionary all in one pointe shoe … LISA – Merlet",3,Composite/Advanced Materials,,,
Russian Pointe,Lumina,Medium,Medium,"Medium, Soft, Strong",Medium,Medium,Medium,"35, 35.5, 36, 36.5, 37, 37.5, 38, 38.5, 39, 39.5, 40, 40.5, 41, 41.5, 42, 42.5, 43, 43.5, 44, 44.5, 45, 45.5","W1, W2, W3, W4, W5, W6","U-cut with drawstring, Vamp 2, Flexible Soft/Medium/Hard shanks, Pre-arched construction","Satin upper, Leather sole, Traditional paste, Spotlight Collection","Greek, Square/Roman",Medium,High,118,,Discontinued,"Spotlight Collection, illuminated appearance",3,Advanced Synthetic,,,
Wear Moi,Luna,Tapered,Medium,"Medium, Soft",Short,Medium,Medium,"3, 3.5, 4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8","X, XX, XXX, XXXX",Multiple shank options,"Satin upper, Flexible paste, Leather sole","Egyptian, Greek",Low-Medium,Medium,118,,Discontinued,Softer construction for developing feet,3,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 2 ExtraFlex,Narrow-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: ExtraFlex, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,High,Very High,118,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 2 Feather,Narrow-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Feather, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,High,Very High,$120.00-140.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 2 Hard,Narrow-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Hard, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,High,Very High,$120.00-140.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 2 Pianissimo,Narrow-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Pianissimo, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,High,Very High,$86*,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 2 Supple,Narrow-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 2, Shank: Supple, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Egyptian,High,Very High,$139.00-179.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3 ExtraFlex,Medium-Tapered,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: ExtraFlex, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",High,Very High,$78.00-86.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3 Feather,Medium-Tapered,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Feather, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",High,Very High,$140.00-160.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3 Hard,Medium-Tapered,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Hard, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",High,Very High,$150.00-180.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3 Pianissimo,Medium-Tapered,Medium,Extra Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Pianissimo, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",High,Very High,59,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3 Supple,Medium-Tapered,Medium,Medium,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3, Shank: Supple, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole","Egyptian, Greek",High,Very High,$85.00-105.00,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3+ ExtraFlex,Medium,Medium,Medium-Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: ExtraFlex, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,High,Very High,170,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3+ Feather,Medium,Medium,Soft,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: Feather, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,High,Very High,170,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
Gaynor Minden,Lyra Classic - Box 3+ Hard,Medium,Medium,Strong,"Deep, Low",Medium,"High, Low","4, 4.5, 5, 5.5, 6, 6.5, 7, 7.5, 8, 8.5, 9, 9.5, 10, 10.5, 11, 11.5, 12, 12.5, 13, 13.5","Narrow, Medium, Wide","Box: Box 3+, Shank: Hard, Full customization available","Premium Weave satin, Polymer box and shank, Poron cushioning, Flexible microfiber vegan sole",Greek,High,Very High,170,,Available,"Premium Weave satin, more pliable than Europa, closer to original US Gaynor feel",4,Advanced Synthetic,,,
